Rank,Name,Nationality,Position,Team,League,Age,Birth Year,Matches Played,Matches Started,Playing Time Min,90 Minutes Played,Goals,Assists,Goals + Assists,Goals - Penalty Kick,Penalty Kick,Penalty Kick Attempts,Yellow Cards,Red Cards,Expected Goals,Non-Penalty Expected Goals,Expected xAG,Non-Penalty Expected Goals + Expected Assisted Goals,Progressive Carries,Progressive Passes,Progressive Receptions,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Goals - Penalty Kick Per 90,Per 90 Minutes G+A-PK,Expected Goals Per 90,Expected Assisted Goals Per 90,Per 90 Minutes xG+xAG,Non-Penalty Expected Goals Per 90,Non-Penalty Expected Goals + Expected Assisted Goals Per 90
2429,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-122,2000,11,1,131,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,1,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.19,0.22,0.04,0.22
2430,Ramón Terrats,es ESP,MF,Getafe,es La Liga,24-122,2000,2,2,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2431,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,27-350,1997,15,7,584,6.5,2,1,3,2,0,0,1,0,2.4,2.4,0.9,3.3,11,14,35,0.31,0.15,0.46,0.31,0.46,0.38,0.14,0.52,0.38,0.52
2432,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-146,2001,13,5,484,5.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,5,28,16,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06
2433,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-131,1995,15,15,1262,14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.13,0.07,0.13
2434,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-140,1993,14,6,555,6.2,1,0,1,0,1,1,1,0,1.4,0.6,1.0,1.6,6,32,29,0.16,0.00,0.16,0.00,0.00,0.22,0.17,0.39,0.10,0.26
2435,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-140,1999,12,5,377,4.2,1,0,1,1,0,0,2,1,1.2,1.2,1.0,2.2,6,19,34,0.24,0.00,0.24,0.24,0.24,0.28,0.23,0.52,0.28,0.52
2436,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-022,1993,22,21,1704,18.9,6,3,9,6,0,2,0,0,5.8,4.2,3.4,7.6,81,85,126,0.32,0.16,0.48,0.32,0.48,0.31,0.18,0.49,0.22,0.40
2437,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-268,2000,21,21,1853,20.6,0,0,0,0,0,0,5,1,1.4,1.4,0.6,2.0,36,112,18,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
2438,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-024,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
2439,Thiago,br BRA,FW,Brentford,eng Premier League,23-236,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11
2440,Malick Thiaw,de GER,DF,Milan,it Serie A,23-193,2001,15,14,1258,14.0,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,8,65,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
2441,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-185,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2442,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-252,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
2443,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-179,1999,16,9,839,9.3,1,2,3,1,0,0,1,0,1.3,1.3,2.4,3.6,32,28,68,0.11,0.21,0.32,0.11,0.32,0.14,0.26,0.39,0.14,0.39
2444,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-069,1993,22,22,1768,19.6,2,3,5,2,0,0,4,0,3.4,3.4,4.5,7.9,16,97,85,0.10,0.15,0.25,0.10,0.25,0.17,0.23,0.40,0.17,0.40
2445,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-288,1996,23,18,1539,17.1,0,1,1,0,0,0,4,0,2.2,2.2,1.5,3.7,20,52,55,0.00,0.06,0.06,0.00,0.06,0.13,0.09,0.22,0.13,0.22
2446,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,23-328,2001,23,15,1351,15.0,2,4,6,2,0,0,2,0,2.6,2.6,2.8,5.5,47,65,33,0.13,0.27,0.40,0.13,0.40,0.18,0.19,0.37,0.18,0.37
2447,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-195,1997,25,22,1822,20.2,13,4,17,13,0,0,1,0,8.0,8.0,3.3,11.3,48,46,144,0.64,0.20,0.84,0.64,0.84,0.39,0.16,0.56,0.39,0.56
2448,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27-286,1997,25,25,2131,23.7,1,4,5,1,0,1,4,0,2.3,1.5,4.8,6.3,27,163,29,0.04,0.17,0.21,0.04,0.21,0.10,0.20,0.30,0.06,0.27
2449,Kieran Tierney,sct SCO,"FW,DF",Arsenal,eng Premier League,27-257,1997,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.35,1.35,0.00,1.35
2450,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27-223,1997,22,13,1148,12.8,5,1,6,4,1,1,3,0,3.9,3.1,0.8,3.9,6,19,79,0.39,0.08,0.47,0.31,0.39,0.31,0.06,0.37,0.24,0.31
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2451,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23-245,2001,22,21,1845,20.5,1,1,2,1,0,0,7,0,0.7,0.7,0.7,1.4,33,100,66,0.05,0.05,0.10,0.05,0.10,0.04,0.03,0.07,0.04,0.07
2452,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-049,1999,15,8,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2453,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,29-182,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
2454,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,20-190,2004,8,2,288,3.2,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,1,11,4,0.00,0.31,0.31,0.00,0.31,0.04,0.06,0.09,0.04,0.09
2455,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,30-198,1994,21,17,1507,16.7,4,2,6,4,0,0,2,0,3.6,3.6,4.3,7.9,13,106,92,0.24,0.12,0.36,0.24,0.36,0.21,0.26,0.47,0.21,0.47
2456,John Tolkin,us USA,"DF,FW",Holstein Kiel,de Bundesliga,22-201,2002,3,2,183,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,4,3,5,0.00,0.49,0.49,0.00,0.49,0.00,0.11,0.11,0.00,0.11
2457,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,34-130,1990,6,2,310,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,19,5,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
2458,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22-246,2002,21,18,1453,16.1,6,1,7,6,0,0,5,0,4.6,4.6,2.4,7.0,28,42,94,0.37,0.06,0.43,0.37,0.43,0.28,0.15,0.43,0.28,0.43
2459,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,26-104,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37
2460,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-060,1997,14,11,970,10.8,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,6,41,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
2461,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,24-285,2000,23,16,1551,17.2,1,1,2,1,0,0,5,0,3.1,3.1,0.6,3.7,23,75,34,0.06,0.06,0.12,0.06,0.12,0.18,0.03,0.21,0.18,0.21
2462,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21-320,2003,8,4,261,2.9,3,1,4,3,0,0,0,0,0.3,0.3,0.5,0.8,5,15,15,1.03,0.34,1.38,1.03,1.38,0.09,0.18,0.28,0.09,0.28
2463,David Torres,es ESP,DF,Valladolid,es La Liga,21-349,2003,15,12,1183,13.1,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,10,34,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2464,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,24-354,2000,16,7,641,7.1,4,2,6,4,0,0,0,1,3.6,3.6,1.4,5.0,15,20,57,0.56,0.28,0.84,0.56,0.84,0.51,0.19,0.70,0.51,0.70
2465,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28-032,1997,18,18,1549,17.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,70,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
2466,Lucas Torró,es ESP,MF,Osasuna,es La Liga,30-213,1994,22,22,1845,20.5,3,0,3,3,0,0,8,0,1.2,1.2,0.5,1.7,5,73,23,0.15,0.00,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08
2467,Lorenzo Tosto,it ITA,DF,Empoli,it Serie A,19-019,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2468,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,30-351,1994,16,15,1334,14.8,3,1,4,0,3,3,3,0,3.8,1.4,0.1,1.5,6,60,17,0.20,0.07,0.27,0.00,0.07,0.25,0.01,0.26,0.10,0.10
2469,Bazoumana Touré,ci CIV,MF,Hoffenheim,de Bundesliga,18-352,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2470,Birama Touré,ml MLI,"MF,DF",Montpellier,fr Ligue 1,32-256,1992,8,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,9,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
2471,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,19-365,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2472,Souleymane Touré,fr FRA,DF,Udinese,it Serie A,21-326,2003,12,11,733,8.1,1,0,1,1,0,0,2,2,0.4,0.4,0.0,0.4,6,26,3,0.12,0.00,0.12,0.12,0.12,0.05,0.01,0.05,0.05,0.05
2473,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,27-294,1997,7,3,308,3.4,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,3,12,5,0.00,0.29,0.29,0.00,0.29,0.09,0.13,0.21,0.09,0.21
2474,Conor Townsend,eng ENG,DF,Ipswich Town,eng Premier League,31-350,1993,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25
2475,Adama Traoré,es ESP,FW,Fulham,eng Premier League,29-023,1996,24,13,1223,13.6,2,4,6,2,0,0,2,0,3.7,3.7,3.7,7.4,75,47,114,0.15,0.29,0.44,0.15,0.44,0.27,0.28,0.54,0.27,0.54
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2476,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,33-021,1992,4,4,311,3.5,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,4,11,7,0.00,0.29,0.29,0.00,0.29,0.00,0.05,0.05,0.00,0.05
2477,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,27-013,1998,19,19,1634,18.2,0,1,1,0,0,0,3,0,0.2,0.2,1.1,1.3,68,77,74,0.00,0.06,0.06,0.00,0.06,0.01,0.06,0.07,0.01,0.07
2478,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,34-224,1990,18,18,1575,17.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2479,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,25-275,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2480,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,es La Liga,36-297,1988,9,3,251,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.9,1.2,2,19,11,0.00,0.00,0.00,0.00,0.00,0.10,0.33,0.42,0.10,0.42
2481,Philipp Treu,de GER,"MF,DF",St. Pauli,de Bundesliga,24-076,2000,21,21,1841,20.5,0,1,1,0,0,0,1,0,0.9,0.9,1.4,2.3,39,76,73,0.00,0.05,0.05,0.00,0.05,0.05,0.07,0.11,0.05,0.11
2482,Ryan Trevitt,eng ENG,MF,Brentford,eng Premier League,21-342,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2483,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,de Bundesliga,37-359,1987,16,11,1011,11.2,0,0,0,0,0,0,5,0,0.2,0.2,1.1,1.3,11,47,28,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
2484,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,34-151,1990,15,6,586,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,10,41,28,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05
2485,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,30-075,1994,25,17,1537,17.1,4,5,9,4,0,0,3,1,3.9,3.9,4.5,8.4,53,65,132,0.23,0.29,0.53,0.23,0.53,0.23,0.26,0.49,0.23,0.49
2486,Adrien Truffert,fr FRA,"DF,MF",Rennes,fr Ligue 1,23-089,2001,21,19,1672,18.6,1,0,1,1,0,0,3,0,2.0,2.0,1.0,3.0,42,76,115,0.05,0.00,0.05,0.05,0.05,0.11,0.05,0.16,0.11,0.16
2487,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,28-281,1996,11,3,365,4.1,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,9,40,16,0.00,0.25,0.25,0.00,0.25,0.02,0.24,0.26,0.02,0.26
2488,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,es La Liga,27-094,1997,13,10,822,9.1,1,3,4,1,0,0,1,0,1.2,1.2,1.7,2.9,24,34,98,0.11,0.33,0.44,0.11,0.44,0.13,0.19,0.32,0.13,0.32
2489,Axel Tuanzebe,cd COD,DF,Ipswich Town,eng Premier League,27-095,1997,13,12,1016,11.3,0,0,0,0,0,0,5,1,0.2,0.2,0.2,0.4,4,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
2490,Stefano Turati,it ITA,GK,Monza,it Serie A,23-165,2001,21,21,1866,20.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2491,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,23-017,2002,13,8,606,6.7,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,13,29,26,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08
2492,Tuta,br BRA,"DF,MF",Eint Frankfurt,de Bundesliga,25-228,1999,20,16,1459,16.2,2,1,3,2,0,0,4,0,0.5,0.5,0.3,0.8,4,44,3,0.12,0.06,0.19,0.12,0.19,0.03,0.02,0.05,0.03,0.05
2493,Chrisantus Uche,ng NGA,"FW,MF",Getafe,es La Liga,21-274,2003,24,21,1789,19.9,3,2,5,3,0,0,5,0,3.2,3.2,1.6,4.7,31,31,109,0.15,0.10,0.25,0.15,0.25,0.16,0.08,0.24,0.16,0.24
2494,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,22-081,2002,18,18,1430,15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,39,97,79,0.00,0.06,0.06,0.00,0.06,0.02,0.08,0.10,0.02,0.10
2495,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,eng Premier League,23-312,2001,18,13,1079,12.0,0,0,0,0,0,0,8,0,0.4,0.4,0.5,0.9,7,38,10,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
2496,Lesley Ugochukwu,fr FRA,MF,Southampton,eng Premier League,20-328,2004,15,7,790,8.8,0,1,1,0,0,0,3,0,0.4,0.4,0.7,1.0,17,35,13,0.00,0.11,0.11,0.00,0.11,0.04,0.08,0.12,0.04,0.12
2497,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,20-338,2004,14,13,1065,11.8,1,2,3,1,0,0,3,0,0.8,0.8,1.8,2.7,14,20,41,0.08,0.17,0.25,0.08,0.25,0.07,0.16,0.23,0.07,0.23
2498,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,36-198,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2499,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,27-283,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82
2500,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,28-213,1996,16,12,1018,11.3,7,1,8,7,0,0,3,0,8.1,8.1,1.0,9.1,19,40,76,0.62,0.09,0.71,0.62,0.71,0.72,0.09,0.81,0.72,0.81
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2501,Naci Ünüvar,nl NED,"MF,DF",Espanyol,es La Liga,21-249,2003,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.23,0.14,0.23
2502,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,26-113,1998,19,19,1669,18.5,2,0,2,2,0,0,6,0,1.2,1.2,0.5,1.7,15,118,4,0.11,0.00,0.11,0.11,0.11,0.06,0.02,0.09,0.06,0.09
2503,Kacper Urbanski,pl POL,MF,Bologna,it Serie A,20-163,2004,7,1,247,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8,5,15,19,0.36,0.00,0.36,0.36,0.36,0.12,0.17,0.29,0.12,0.29
2504,Kacper Urbanski,pl POL,MF,Monza,it Serie A,20-163,2004,4,4,328,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,28,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
2505,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,19-098,2005,15,3,445,4.9,4,1,5,4,0,0,1,0,2.5,2.5,0.9,3.4,9,29,28,0.81,0.20,1.01,0.81,1.01,0.51,0.18,0.69,0.51,0.69
2506,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,24-068,2000,20,17,1559,17.3,1,0,1,1,0,0,4,0,1.2,1.2,1.4,2.6,23,37,78,0.06,0.00,0.06,0.06,0.06,0.07,0.08,0.15,0.07,0.15
2507,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,26-034,1999,8,6,572,6.4,1,0,1,1,0,0,2,0,0.2,0.2,0.2,0.4,1,13,2,0.16,0.00,0.16,0.16,0.16,0.04,0.02,0.06,0.04,0.06
2508,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,30-181,1994,23,14,1389,15.4,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,9,66,7,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
2509,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,23-317,2001,2,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
2510,Germán Valera,es ESP,MF,Valencia,es La Liga,22-338,2002,8,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,2,10,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
2511,Emanuele Valeri,it ITA,DF,Parma,it Serie A,26-072,1998,22,21,1758,19.5,2,3,5,1,1,1,0,0,1.2,0.5,1.9,2.4,45,62,63,0.10,0.15,0.26,0.05,0.20,0.06,0.10,0.16,0.02,0.12
2512,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,29-068,1995,19,19,1683,18.7,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.3,10,53,10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2513,Álex Valle,es ESP,DF,Como,it Serie A,20-298,2004,3,3,246,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,9,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
2514,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,28-043,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2515,Mattia Valoti,it ITA,MF,Monza,it Serie A,31-164,1993,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2516,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,26-210,1998,24,24,2099,23.3,5,3,8,5,0,0,3,0,1.2,1.2,2.2,3.4,48,154,50,0.21,0.13,0.34,0.21,0.34,0.05,0.10,0.14,0.05,0.14
2517,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,22-322,2002,14,12,1038,11.5,0,1,1,0,0,0,3,0,0.2,0.2,0.4,0.7,16,31,32,0.00,0.09,0.09,0.00,0.09,0.02,0.04,0.06,0.02,0.06
2518,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,es La Liga,26-263,1998,2,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
2519,Siebe Van Der Heyden,be BEL,MF,St. Pauli,de Bundesliga,26-263,1998,3,2,148,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2520,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,33-224,1991,25,25,2250,25.0,1,1,2,1,0,0,3,0,1.5,1.5,0.5,2.0,12,112,4,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08
2521,Vanderson,br BRA,DF,Monaco,fr Ligue 1,23-241,2001,18,16,1353,15.0,1,2,3,1,0,0,6,1,1.7,1.7,1.4,3.0,36,58,84,0.07,0.13,0.20,0.07,0.20,0.11,0.09,0.20,0.11,0.20
2522,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,22-357,2002,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2523,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,38-037,1987,23,23,1866,20.7,7,3,10,6,1,1,4,0,8.4,7.6,2.5,10.1,21,17,77,0.34,0.14,0.48,0.29,0.43,0.40,0.12,0.52,0.37,0.49
2524,Ruben Vargas,ch SUI,FW,Sevilla,es La Liga,26-196,1998,6,5,392,4.4,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,17,9,35,0.23,0.23,0.46,0.23,0.46,0.23,0.13,0.37,0.23,0.37
2525,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,26-196,1998,8,3,305,3.4,0,0,0,0,0,0,3,0,0.7,0.7,0.7,1.4,9,13,24,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.40,0.20,0.40
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2526,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,29-077,1995,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2527,Devis Vásquez,co COL,GK,Empoli,it Serie A,26-281,1998,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
